Name,Reactions,Comments,Reposts,Content,Date
Mick LEVY,11,3 comments,,"Mon fils de 5 ans adore Panoramix et le Grand SchtroumpfCes mages ne laissent pas la potion magique en libre serviceAlors comment éduquer à l'ère de ChatGPT et de l'IA ? 👇🧪 Le Grand Schtroumpf prépare une potion magique dont lui seul a le secretTous les Schtroumpfs en veulent pour être plus forts, plus intelligents, plus beaux ou plus confiantsMais le Grand Schtroumpf dans sa grande sagesse refuse toujours et ne l'utilise que quand il faut⚗ Dans Astérix et Obélix, Panoramix garde jalousement le secret de la potion magique, transmis de druide en druideL'architecte Numérobis en veut absolument pour accélérer le chantier du palais de CésarMais Panoramix refuse par principe… puis accepte à la condition expresse d'en maîtriser l'usage👉 Et dans la vraie vie ? … Vous me voyez venir ? 🙄Les apprentis sorciers de l'#intelligenceartificiellelibèrent des innovations qui nous rendent plus créatifs (Midjourney), plus productifs (#ChatGPT) ou plus beaux (BoldGlamour)#GPT4vient tout juste de sortirIl est beaucoup plus puissant que sa précédente version, GTP3.5Mais de nombreuses voix s'élèvent pour montrer ses dangersMais ses usages ne sont pas toujours pas encadrésMais il n'y pas eu de concertation éthiqueMais il n'est toujours pas transparentMais il est plein de biaisMais...Le monde n'est pas prêt à accueillir de telles innovations… et OpenAI le sait pertinemment 🤷‍♂️👉 C'est comme si Panoramix avait laissé une marmite de potion magique avant de se barrer en vacances 💥Comment peut-on éduquer nos enfants en leur montrant tant de sagesse dans les dessins animés et ne pas l'appliquer ?Pourquoi un enfant de 5 ans comprend si facilement les risques qui vont avec un mauvais usage de la potion magique et pas un adulte de la Silicon Valley ?Pourquoi agit-on comme un enfant de 5 ans sans pouvoir se retenir de déployer une innovation au nom du ""progrès"" ?Pourquoi agit-on en tant qu'utilisateur comme un enfant de 5 ans aveuglé par le pouvoir que la technologie nous concède ?Il est grand temps de reprendre le contrôle de l'#innovationet de promouvoir une approche éthique de la technologieEt je crois que cela commence par se poser ces questions simples pour exercer notre esprit critiqueC'est ce qu'on essaie de faire à chaque épisode avec les amis deTrench Tech👋Je vous le concède, ces réflexions sont très candides… Et ne vous méprenez pas, je suis moi aussi le promoteur et l'utilisateur de ces innovations qui façonnent notre monde.Mais ce paradoxe de l'éducation me saute aux yeux quand je tente d'accompagner mes enfants dans ce nouveau monde technologique qui se développe à grande vitesse.",38 minutes ago
Pavan Marpaka,0,,,"""[Google's] AI announcements represent the culmination of many years of work, including bringing together Transformer technology advances in reinforcement learning and advances in parallelism and orchestrating large training workloads""— Thomas Kurian",36 minutes ago
Artem Iskandirov,1,,,"Все чаще начинаю использовать нейронки в своей работе, забирают часть рутинной работы на себя, а сегодня еще GPT-4 вышел.Использую для правок или генерации картинок Midjourney и Dall-e 2. А для текстов, идей, референсов, сокращения текстов Chat GPT и Notion AI.Можно использовать Chat GPT через Bing, достаточно включить VPN.Ниже ссылки на плагины для фигмы и статья, думаю, будет полезно.Жду когда заработает Galileo AI, создает макеты по текстовому запросу для фигмы-https://clck.ru/33mPHfКейс использования нейронок от Sportmaster Lab-https://clck.ru/33mMuAПлагины для фигма с AIГенерируют слоганы, тексты-https://clck.ru/33mLid-https://clck.ru/33mLi7Генерируют какую-то иллюстрацию или идею для иконки-https://clck.ru/33mLjk-https://clck.ru/33mLkQ-https://clck.ru/33mLmK(Нужно подключить токен Open AI)-https://clck.ru/33mMs6(плагин платный)Удаление заднего фона-https://clck.ru/33mLkp——Мой телеграм:https://lnkd.in/eXGQGkNN#AI#UX#Productdesign",40 minutes ago
Ange Jisa,0,,,"Prompts are quickly becoming a game-changing way to program AI models such as Chat GPT, DALL-E, and Midjourney. However, finding high-quality prompts online can be a challenge. At Promptartist, we’ve brought together the best engineers and artists to work with the latest deep learning models and explore the creative potential of AI art. Our team is experienced in working on a wide range of projects, from creating simple prompts for mobile applications to designing complex prompt systems for innovative businesses.#ai#work#art#creative#deeplearning#engineers#projects",43 minutes ago
Artificial Inspiration,65,5 comments,2 reposts,"AI x 🌈 Rainbow World 🪐Want to make colourful images like these?👇We now offer 1-to-1 Midjourney training!But we're almost fully booked, so sign up now!👉https://seedily.uwu.ai/Created by Midjourney user; @mixed.aiart#rainbow#colourful#Midjourney#AI#Creativity",44 minutes ago
Omar Brand,0,,,"Today Google Cloud announced new partnerships, programs and resources covering every layer of the#AIstack. Our approach is open, enabling organizations to more easily access and innovate with#generativeAI",44 minutes ago
Pavan Marpaka,0,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",37 minutes ago
Tahifé D,0,2 comments,,"Ce sera loin d'être un cas isolé.- "" OpenAI développe actuellement un logiciel capable de détecter lorsqu’un texte a été produit par ChatGPT. Ce dernier est souvent accusé de plagiat et de propager des fake news.""Programmes informatiques contre programmes IA... Même si cela est  pour la bonne cause, l'être humain passe de sujet à objet!- ""détenait un droit d’auteur sur le texte de la BD, mais pas sur les images qui, elles, sont l’œuvre d’une IA – même si elles ont été pensées par l’autrice.""Donc si j'ai bien compris, cette auteure se sert dans la collection de MIDJOURNEY qui au passage est une banque d'images utilisées sans le consentement préalable des artistes mais parce qu'elle a pensé à s'en servir et à les assembler, elle doit avoir des droits d'auteur? C'est l'hôpital qui se fout de la charité!En résumé, le procédé devrait importer plus que le travail de l'artiste lui-même?https://lnkd.in/eR48H_-5#intelligenceartificielle#artistes#loi#copyright#droit#imagery#image",45 minutes ago
Ben Roffelsen,14,6 comments,,Surrealism and Op Art combined.#midjourney#aiartcommunity#aicccreators#aicc_io#AIGenerativeGaming#aiccresearchdivision#Z3#madebyai,50 minutes ago
Andrea Polletta,2,,,"Sicuramente le intelligenze artificiali costituiscono il tema più dibattutto del momento. Molto più di argomenti al centro dell'attenzione fino a poco tempo fa:#metaverso,#cryptoo#nft.Tutto questo probabilmente anche grazie allo stupore generato dalla concretezza dei risultati raggiungibili attraverso i tool in open beta da metà 2022, da#ChatGPTa#Midjourney.Basta solo immaginare quanto clamore è successo abbia ottenuto il motore di ricerca#Bingdopo l'integrazione del language model di#OpenAI.Tantissimi sono gli esperimenti di produzione di contenuti utlizzando le#IA, che potrebbero dar vita ad innumerevoli riflessioni sul piano artistico o su quello etico.Sarebbe però impossibile trattare sinteticamente tutti gli aspetti. Quello su cui ho provato a riflettere, da mio modesto punto di vista, è come in alcuni casi ricorrere alle intelligenze artificiali per semplificare e agevolare l'aspetto tecnico/realizzativo possa in qualche modo consentire di parlare a pieno titolo di ""democratizzazione del processo creativo"".Nell'articolo per chi avrà piacere di leggerlo, spiego a mio avviso perchè.",54 minutes ago
Dmytro Honcharov,0,,,"I'm Dima, and I am building design solutions to help startups grow.Today I'd want to share another insight from my research ""AI tools for business"": How to create a video with AI?👉 Engage ChatGPT to write the script for the video👉 Ask Midjourney to provide visual references for the video👉 Have Boomy AI create a track for the video.👉 Utilize Runway Gen-1 to adapt the image style for the video.Check out this gorgeous video by Nick St. Pierre, which was made exactly the way described.Contact me anytime regarding UI/UX design for your business!#business#ai",55 minutes ago
Peter Hogg,0,,,"Today Google Cloud announced new partnerships, programs and resources covering every layer of the#AIstack. Our approach is open, enabling organizations to more easily access and innovate with#generativeAI",57 minutes ago
Stefan Gerson,2,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",57 minutes ago
Bhanu Ghantasala,3,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",58 minutes ago
Pete Huang,709,78 comments,93 reposts,"They say it takes 10,000 hours to become an expert at something.But AI image experts are already starting to discover some pretty useful hacks for creating images.Here's one: how to create professional-level photos of interior design, food, cars and more. All using ChatGPT to do the work for you.All *you* have to do is copy and paste.Check out the tutorial below. And remember to follow nickfloats on Twitter!PS. Get today's top AI stories in a quick 3-minute digest. Join 22K+ other professionals staying smart on AI:http://bit.ly/3iKiI10#artificialintelligence#machinelearning#technology",
Pete Huang,709,78 comments,93 reposts,"They say it takes 10,000 hours to become an expert at something.But AI image experts are already starting to discover some pretty useful hacks for creating images.Here's one: how to create professional-level photos of interior design, food, cars and more. All using ChatGPT to do the work for you.All *you* have to do is copy and paste.Check out the tutorial below. And remember to follow nickfloats on Twitter!PS. Get today's top AI stories in a quick 3-minute digest. Join 22K+ other professionals staying smart on AI:http://bit.ly/3iKiI10#artificialintelligence#machinelearning#technology",
